Case Number Eviction,Folio,Filing Date
2021-012168-CC-05,131360051270,2021-05-03
2021-012168-CC-23,3411350270010,2021-05-03
2021-012176-CC-23,3411350270010,2021-05-03
2021-012177-CC-23,3411350270010,2021-05-03
2021-012178-CC-23,3411350270010,2021-05-03
2021-012198-CC-05,131360090050,2021-05-03
2021-012235-CC-23,722090010070,2021-05-03
2021-012292-CC-05,132310770010,2021-05-03
2021-012561-CC-05,131130510600,2021-05-03
2021-012730-CC-05,102010701130,2021-05-03
2021-012731-CC-05,242030530080,2021-05-03
2021-012732-CC-05,141020061980,2021-05-03
2021-012733-CC-05,141160161630,2021-05-03
2021-012734-CC-05,131240120420,2021-05-03
2021-015565-CC-25,940350000010,2021-05-03
2021-003733-CC-24,232030071270,2021-05-04
2021-003787-CC-24,242033710520,2021-05-04
2021-003797-CC-24,232020090050,2021-05-04
2021-004123-CC-21,430020130570,2021-05-04
2021-004124-CC-21,420342010180,2021-05-04
2021-004135-CC-21,3530190170010,2021-05-04
2021-004153-CC-21,3220150170930,2021-05-04
2021-004164-CC-21,420360113850,2021-05-04
2021-005700-CC-20,131260070040,2021-05-04
2021-005716-CC-20,3031220000683,2021-05-04
2021-005717-CC-20,3031220000683,2021-05-04
2021-005722-CC-20,3031220000683,2021-05-04
2021-005725-CC-20,131240160680,2021-05-04
2021-005728-CC-20,3031100350650,2021-05-04
2021-005730-CC-20,131130300430,2021-05-04
2021-005731-CC-20,3021350200100,2021-05-04
2021-005748-CC-20,3031090050041,2021-05-04
2021-005759-CC-20,131270340020,2021-05-04
2021-005779-CC-20,131270340020,2021-05-04
2021-005784-CC-20,131140320170,2021-05-04
2021-005785-CC-20,131110350450,2021-05-04
2021-010534-CC-26,3059040720370,2021-05-04
2021-010536-CC-26,3049220321420,2021-05-04
2021-010603-CC-26,3660090330800,2021-05-04
2021-010605-CC-26,3059330140010,2021-05-04
2021-010958-CC-26,1678250201250,2021-05-04
2021-010959-CC-26,1079160170370,2021-05-04
2021-010960-CC-26,3049120821250,2021-05-04
2021-012362-CC-23,622290830040,2021-05-04
2021-012366-CC-23,3411320110010,2021-05-04
2021-012372-CC-23,622300260970,2021-05-04
2021-012392-CC-23,3022320030160,2021-05-04
2021-012399-CC-23,3020110170010,2021-05-04
2021-012400-CC-23,3122020500040,2021-05-04
2021-012401-CC-23,3411350270010,2021-05-04
2021-012402-CC-23,622210170010,2021-05-04
2021-012405-CC-23,622210170010,2021-05-04
2021-012425-CC-23,3411350270010,2021-05-04
2021-012426-CC-23,622210170010,2021-05-04
2021-012445-CC-23,3021350210100,2021-05-04
2021-012446-CC-23,3021350000139,2021-05-04
2021-012447-CC-23,722070560030,2021-05-04
2021-012451-CC-23,3421040010240,2021-05-04
2021-012455-CC-23,3020030050060,2021-05-04
2021-012460-CC-23,3020030050060,2021-05-04
2021-012461-CC-23,622290420250,2021-05-04
2021-012462-CC-23,2822100130010,2021-05-04
2021-012463-CC-23,3022180461230,2021-05-04
2021-012735-CC-05,141020065960,2021-05-04
2021-012736-CC-05,141020130140,2021-05-04
2021-012737-CC-05,3030540940010,2021-05-04
2021-012738-CC-05,141020062050,2021-05-04
2021-012739-CC-05,131340010010,2021-05-04
2021-012741-CC-05,3049110000010,2021-05-04
2021-012743-CC-05,132300250190,2021-05-04
2021-012744-CC-05,3030540940010,2021-05-04
2021-012788-CC-05,132300300100,2021-05-04
2021-012792-CC-05,132300250190,2021-05-04
2021-012793-CC-05,132310770010,2021-05-04
2021-012794-CC-05,3039520350510,2021-05-04
2021-012795-CC-05,141370695230,2021-05-04
2021-012805-CC-05,132300442500,2021-05-04
2021-012806-CC-05,3049110000010,2021-05-04
2021-012807-CC-05,132310480001,2021-05-04
2021-003894-CC-24,232220190100,2021-05-05
2021-004271-CC-21,431070020460,2021-05-05
2021-004272-CC-21,431180013720,2021-05-05
2021-005802-CC-20,131140181320,2021-05-05
2021-005803-CC-20,3031030130801,2021-05-05
2021-005804-CC-20,3031100760010,2021-05-05
2021-005808-CC-20,3031090070010,2021-05-05
2021-005911-CC-20,131250390050,2021-05-05
2021-005912-CC-20,131250390360,2021-05-05
2021-005929-CC-20,131260300091,2021-05-05
2021-010961-CC-26,3069230120010,2021-05-05
2021-011052-CC-26,3050210470790,2021-05-05
2021-011119-CC-26,3069250060020,2021-05-05
2021-012680-CC-23,622290830015,2021-05-05
2021-012707-CC-23,3020120180010,2021-05-05
2021-012716-CC-23,722210200010,2021-05-05
2021-012763-CC-23,722080060010,2021-05-05
2021-012764-CC-23,722080060010,2021-05-05
2021-012839-CC-23,3021360170310,2021-05-05
2021-012892-CC-23,622300070040,2021-05-05
2021-012893-CC-23,3122140141020,2021-05-05
2021-012896-CC-05,131310110360,2021-05-05
2021-012897-CC-05,132301030010,2021-05-05
2021-012917-CC-05,131340070050,2021-05-05
2021-012918-CC-05,131250770010,2021-05-05
2021-012919-CC-05,132300260180,2021-05-05
2021-012919-CC-23,622300040050,2021-05-05
2021-012921-CC-23,3022190010600,2021-05-05
2021-012934-CC-05,141370603200,2021-05-05
2021-012965-CC-23,2812340880040,2021-05-05
2021-013096-CC-23,3021130370001,2021-05-05
2021-015635-CC-25,3040230190030,2021-05-05
2021-015636-CC-25,3040080070850,2021-05-05
2021-015640-CC-25,3040230190030,2021-05-05
2021-004110-CC-24,242030010080,2021-05-06
2021-004116-CC-24,242031620180,2021-05-06
2021-004251-CC-21,2230040120160,2021-05-06
2021-004273-CC-21,420270391070,2021-05-06
2021-005963-CC-20,131270240090,2021-05-06
2021-005964-CC-20,3031110380560,2021-05-06
2021-005977-CC-20,431080073380,2021-05-06
2021-005985-CC-20,131140720010,2021-05-06
2021-005986-CC-20,131220520330,2021-05-06
2021-005988-CC-20,3021360300131,2021-05-06
2021-011440-CC-26,1079180081890,2021-05-06
2021-011587-CC-26,3049090031470,2021-05-06
2021-011609-CC-26,3078040000020,2021-05-06
2021-012973-CC-05,131360990010,2021-05-06
2021-012974-CC-05,131360990010,2021-05-06
2021-012976-CC-05,141030060070,2021-05-06
2021-012982-CC-05,132300300100,2021-05-06
2021-013025-CC-05,131360211680,2021-05-06
2021-013051-CC-05,141220010050,2021-05-06
2021-013052-CC-05,132300260180,2021-05-06
2021-013103-CC-05,141380030531,2021-05-06
2021-013175-CC-23,3022200250140,2021-05-06
2021-013296-CC-23,3411350270010,2021-05-06
2021-013612-CC-23,3012310140010,2021-05-06
2021-013613-CC-23,3012310140010,2021-05-06
2021-016041-CC-25,3040110081570,2021-05-06
2021-005999-CC-20,131130310210,2021-05-07
2021-006000-CC-20,3031110310301,2021-05-07
2021-006001-CC-20,3031030143420,2021-05-07
2021-006002-CC-20,131270560030,2021-05-07
2021-006010-CC-20,3031220260080,2021-05-07
2021-006044-CC-20,431080022300,2021-05-07
2021-013105-CC-05,141020059110,2021-05-07
2021-013106-CC-05,141100140640,2021-05-07
2021-013107-CC-05,141380070030,2021-05-07
2021-013120-CC-05,141030120721,2021-05-07
2021-013614-CC-23,132070162790,2021-05-07
2021-013711-CC-23,3421050160070,2021-05-07
2021-013760-CC-23,3421150040160,2021-05-07
2021-013761-CC-23,821220110100,2021-05-07
2021-013845-CC-23,622200000270,2021-05-07
2021-013930-CC-23,3022090220550,2021-05-07
2021-014003-CC-23,622290830040,2021-05-07
2021-014004-CC-23,622210340011,2021-05-07
2021-014005-CC-23,622290830040,2021-05-07
2021-014006-CC-23,722090062160,2021-05-07
2021-014062-CC-23,622300071240,2021-05-07
2021-014063-CC-23,622300071240,2021-05-07
2021-014102-CC-23,622300071240,2021-05-07
2021-016284-CC-25,3041080320090,2021-05-07
2021-004429-CC-21,3530180020600,5/10/2021
2021-004735-CC-24,1322271230080,5/10/2021
2021-006091-CC-20,3031150340810,5/10/2021
2021-006119-CC-20,3031160070600,5/10/2021
2021-006120-CC-20,131130020010,5/10/2021
2021-006124-CC-20,131240030461,5/10/2021
2021-006178-CC-20,131140351530,5/10/2021
2021-012708-CC-26,2050130280110,5/10/2021
2021-012967-CC-26,3050070450010,5/10/2021
2021-012968-CC-26,3049150700030,5/10/2021
2021-012969-CC-26,3069340260010,5/10/2021
2021-013204-CC-05,132300250190,5/10/2021
2021-013851-CC-05,141381683210,5/10/2021
2021-013944-CC-26,1078130280090,5/10/2021
2021-013945-CC-26,1078130280090,5/10/2021
2021-014351-CC-05,102100501010,5/10/2021
2021-014352-CC-05,131340810010,5/10/2021
2021-014353-CC-05,140010040190,5/10/2021
2021-014446-CC-23,821210040410,5/10/2021
2021-014447-CC-23,622290830015,5/10/2021
2021-014448-CC-23,3022320200650,5/10/2021
2021-014524-CC-23,3122020443890,5/10/2021
2021-014697-CC-23,3021350340270,5/10/2021
2021-014768-CC-23,3421160032140,5/10/2021
2021-014769-CC-23,3421160032140,5/10/2021
2021-014770-CC-23,622190071610,5/10/2021
2021-014771-CC-23,622320380110,5/10/2021
2021-017033-CC-25,3040110081590,5/10/2021
2021-004626-CC-21,431180010010,5/11/2021
2021-004840-CC-24,232100100510,5/11/2021
2021-004841-CC-24,232020550040,5/11/2021
2021-004904-CC-24,1322271250090,5/11/2021
2021-004905-CC-24,232110642200,5/11/2021
2021-006146-CC-20,3031030220320,5/11/2021
2021-006148-CC-20,3031220330011,5/11/2021
2021-006160-CC-20,131240013200,5/11/2021
2021-006161-CC-20,3031040021170,5/11/2021
2021-006163-CC-20,131230200030,5/11/2021
2021-006164-CC-20,3031210590011,5/11/2021
2021-006165-CC-20,3031210590011,5/11/2021
2021-006171-CC-20,101000000026,5/11/2021
2021-006179-CC-20,131130421880,5/11/2021
2021-006180-CC-20,131130380081,5/11/2021
2021-006181-CC-20,421320140110,5/11/2021
2021-013454-CC-05,132070140191,5/11/2021
2021-013591-CC-05,2540060012400,5/11/2021
2021-013799-CC-26,3059330110040,5/11/2021
2021-013802-CC-26,1678230000030,5/11/2021
2021-013804-CC-26,3049120240012,5/11/2021
2021-013805-CC-26,1678230000030,5/11/2021
2021-013826-CC-05,131330100180,5/11/2021
2021-013907-CC-26,3069270280010,5/11/2021
2021-013909-CC-26,3059330211580,5/11/2021
2021-013946-CC-26,3050290290390,5/11/2021
2021-014354-CC-05,141030141420,5/11/2021
2021-014355-CC-05,131250770010,5/11/2021
2021-014356-CC-05,131340010010,5/11/2021
2021-014357-CC-05,132190520010,5/11/2021
2021-014358-CC-05,132190110060,5/11/2021
2021-014359-CC-05,132300260180,5/11/2021
2021-014360-CC-05,141060930030,5/11/2021
2021-014895-CC-23,622300200040,5/11/2021
2021-014996-CC-23,821220030310,5/11/2021
2021-015002-CC-23,2812350881220,5/11/2021
2021-015103-CC-23,131130570240,5/11/2021
2021-015127-CC-23,131130570240,5/11/2021
2021-015267-CC-23,722160070051,5/11/2021
2021-015330-CC-23,722160070051,5/11/2021
2021-016959-CC-25,3041080280270,5/11/2021
2021-017318-CC-25,3040200040560,5/11/2021
2021-004652-CC-21,430020480030,5/12/2021
2021-004654-CC-21,420340130160,5/12/2021
2021-004661-CC-21,420350260060,5/12/2021
2021-004895-CC-24,232020072340,5/12/2021
2021-004906-CC-24,232030013000,5/12/2021
2021-004907-CC-24,232340804050,5/12/2021
2021-004911-CC-24,232020071040,5/12/2021
2021-004912-CC-24,232020072330,5/12/2021
2021-004920-CC-24,232100100280,5/12/2021
2021-006173-CC-20,131260390180,5/12/2021
2021-013911-CC-26,1678250201120,5/12/2021
2021-014027-CC-26,1079290101050,5/12/2021
2021-014028-CC-26,1678240081280,5/12/2021
2021-014253-CC-05,131341210200,5/12/2021
2021-014361-CC-05,2540060831050,5/12/2021
2021-014362-CC-05,131360091160,5/12/2021
2021-014363-CC-05,141381131980,5/12/2021
2021-014364-CC-05,132301082260,5/12/2021
2021-014365-CC-05,141100100330,5/12/2021
2021-014366-CC-05,102030901060,5/12/2021
2021-014458-CC-05,141110011710,5/12/2021
2021-014562-CC-05,3030230130020,5/12/2021
2021-014563-CC-05,3530220180040,5/12/2021
2021-014564-CC-05,131250770010,5/12/2021
2021-016150-CC-23,2822100130130,5/12/2021
2021-016249-CC-23,722090062620,5/12/2021
2021-016251-CC-23,3021230080180,5/12/2021
2021-016374-CC-23,3421080075290,5/12/2021
2021-016423-CC-23,1832070200210,5/12/2021
2021-016517-CC-23,721120080390,5/12/2021
2021-016539-CC-23,721120080390,5/12/2021
2021-016592-CC-23,622190001440,5/12/2021
2021-016595-CC-23,622210170010,5/12/2021
2021-016596-CC-23,3421110170010,5/12/2021
2021-017039-CC-25,3040160182120,5/12/2021
2021-017135-CC-25,341200170450,5/12/2021
2021-004680-CC-21,421300101200,5/13/2021
2021-004931-CC-24,232330070030,5/13/2021
2021-004932-CC-24,232330070030,5/13/2021
2021-004952-CC-24,232330793950,5/13/2021
2021-004977-CC-24,232020081870,5/13/2021
2021-004986-CC-24,232330793680,5/13/2021
2021-004987-CC-24,242030094150,5/13/2021
2021-004988-CC-24,232340020650,5/13/2021
2021-005019-CC-24,232110240150,5/13/2021
2021-006220-CC-20,131250330360,5/13/2021
2021-006224-CC-20,131140090010,5/13/2021
2021-006250-CC-20,131260070090,5/13/2021
2021-014189-CC-26,3049340202980,5/13/2021
2021-014239-CC-26,1678240081150,5/13/2021
2021-014240-CC-26,1678250200210,5/13/2021
2021-014241-CC-26,1078130430280,5/13/2021
2021-014557-CC-05,132300300100,5/13/2021
2021-014565-CC-05,131350190410,5/13/2021
2021-014566-CC-05,132310530010,5/13/2021
2021-014567-CC-05,3530270740070,5/13/2021
2021-014576-CC-05,132300300100,5/13/2021
2021-014577-CC-05,132300300100,5/13/2021
2021-014602-CC-05,141210074260,5/13/2021
2021-014607-CC-05,132310530010,5/13/2021
2021-014608-CC-05,132310530010,5/13/2021
2021-014609-CC-05,132310530010,5/13/2021
2021-014610-CC-05,141030060070,5/13/2021
2021-014611-CC-05,131330310470,5/13/2021
2021-014612-CC-05,3530270740070,5/13/2021
2021-014613-CC-05,3030540940010,5/13/2021
2021-014648-CC-05,3530270740080,5/13/2021
2021-014649-CC-05,141381476830,5/13/2021
2021-014650-CC-05,131320130180,5/13/2021
2021-016838-CC-23,3020120490030,5/13/2021
2021-016842-CC-23,722090041350,5/13/2021
2021-016853-CC-23,3421040180150,5/13/2021
2021-016891-CC-23,3421090095590,5/13/2021
2021-016901-CC-23,1832070200210,5/13/2021
2021-016924-CC-23,3012320220010,5/13/2021
2021-016936-CC-23,3020110040010,5/13/2021
2021-016972-CC-23,821220110080,5/13/2021
2021-017497-CC-25,3040320270010,5/13/2021
2021-004725-CC-21,3530300300190,5/14/2021
2021-004726-CC-21,431200140130,5/14/2021
2021-005030-CC-24,232100170320,5/14/2021
2021-005070-CC-24,242030094220,5/14/2021
2021-005088-CC-24,242030093380,5/14/2021
2021-006271-CC-20,3031210001320,5/14/2021
2021-014245-CC-26,1678240350130,5/14/2021
2021-014730-CC-05,141110010280,5/14/2021
2021-014756-CC-05,131330580030,5/14/2021
2021-014765-CC-05,2452050450540,5/14/2021
2021-017094-CC-23,622300140010,5/14/2021
2021-017151-CC-23,3022050000100,5/14/2021
2021-017152-CC-23,3022050000100,5/14/2021
2021-017153-CC-23,3022050000100,5/14/2021
2021-017154-CC-23,622300140010,5/14/2021
2021-017159-CC-23,3022050000100,5/14/2021
2021-017160-CC-23,3022050000100,5/14/2021
2021-017161-CC-23,3122020090290,5/14/2021
2021-017162-CC-23,3022050000100,5/14/2021
2021-017163-CC-23,3022050000100,5/14/2021
2021-017164-CC-23,3022050000100,5/14/2021
2021-017165-CC-23,3022050000100,5/14/2021
2021-017167-CC-23,3022050000100,5/14/2021
2021-017174-CC-23,3022050000100,5/14/2021
2021-017723-CC-25,3040110081130,5/14/2021
2021-004758-CC-21,430110020080,Evictions - Residential
2021-004759-CC-21,3530220250010,Evictions - Residential
2021-004760-CC-21,3220140220010,Evictions - Residential
2021-004761-CC-21,430130110070,Evictions - Residential
2021-005390-CC-24,242030010080,Evictions - Residential
2021-005404-CC-24,242032310110,Evictions - Residential
2021-006300-CC-20,131240133020,Evictions - Residential
2021-006301-CC-20,131140250110,Evictions - Residential
2021-006302-CC-20,3031220000683,Evictions - Residential
2021-006304-CC-20,131250390070,Evictions - Residential
2021-006312-CC-20,3031150350120,Evictions - Residential
2021-006332-CC-20,131271230001,Evictions - Non-Residential
2021-006333-CC-20,3031160094550,Evictions - Residential
2021-006334-CC-20,131230151330,Evictions - Residential
2021-014309-CC-26,3079040320230,Evictions - Residential
2021-014310-CC-26,3059260010010,Evictions - Residential
2021-014311-CC-26,3050310010230,Evictions - Residential
2021-014312-CC-26,1679190320010,Evictions - Residential
2021-014313-CC-26,1679190320010,Evictions - Residential
2021-014314-CC-26,3059260010010,Evictions - Residential
2021-014315-CC-26,3069270280010,Evictions - Residential
2021-014348-CC-26,3069330320010,Evictions - Residential
2021-014349-CC-26,3069330320010,Evictions - Residential
2021-014350-CC-26,3069330320010,Evictions - Residential
2021-014351-CC-26,3069140110990,Evictions - Residential
2021-014352-CC-26,3058280003800,Evictions - Non-Residential
2021-014917-CC-05,131250060220,Evictions - Residential
2021-015030-CC-05,142060631060,Evictions - Residential
2021-015076-CC-05,131370310170,Evictions - Residential
2021-015077-CC-05,131360370480,Evictions - Residential
2021-015078-CC-05,131250481430,Evictions - Residential
2021-015079-CC-05,131250930050,Evictions - Residential
2021-015080-CC-05,101110701010,Evictions - Non-Residential
2021-015081-CC-05,131340740010,Evictions - Residential
2021-015082-CC-05,3030230080140,Evictions - Non-Residential
2021-015083-CC-05,101090001050,Evictions - Residential
2021-015092-CC-05,3031280060880,Evictions - Residential
2021-015170-CC-05,102020901180,Evictions - Residential
2021-015231-CC-05,141381653390,Evictions - Residential
2021-015271-CC-26,3049130200150,Evictions - Residential
2021-017238-CC-23,622280610001,Evictions - Residential
2021-017255-CC-23,622280610001,Evictions - Residential
2021-017351-CC-23,722090042420,Evictions - Residential
2021-017353-CC-23,3021130010210,Evictions - Residential
2021-017355-CC-23,3011310010290,Evictions - Residential
2021-017358-CC-23,3122020060640,Evictions - Residential
2021-017360-CC-23,722170030581,Evictions - Non-Residential
2021-017366-CC-23,132180070200,Evictions - Non-Residential
2021-017634-CC-23,3022050000100,Evictions - Residential
2021-017635-CC-23,3022050000100,Evictions - Residential
2021-017636-CC-23,3022050000100,Evictions - Residential
2021-017637-CC-23,3022050000100,Evictions - Residential
2021-017638-CC-23,3022050000100,Evictions - Residential
2021-017639-CC-23,3022050000100,Evictions - Residential
2021-017640-CC-23,3022050000100,Evictions - Residential
2021-017641-CC-23,3022050000100,Evictions - Residential
2021-017642-CC-23,2822030380070,Evictions - Non-Residential
2021-004871-CC-21,3530190600060,Evictions - Residential
2021-004882-CC-21,431070181090,Evictions - Residential
2021-004883-CC-21,3530190710010,Evictions - Residential
2021-005513-CC-24,1222260433380,Evictions - Residential
2021-005584-CC-24,232110940250,Evictions - Residential
2021-006355-CC-20,3031030110560,Evictions - Residential
2021-006370-CC-20,131250540400,Evictions - Non-Residential
2021-006375-CC-20,131260090030,Evictions - Residential
2021-015172-CC-05,141370360010,Evictions - Residential
2021-015199-CC-05,141370360010,Evictions - Residential
2021-015229-CC-05,132310770010,Evictions - Residential
2021-015230-CC-05,141370360010,Evictions - Residential
2021-015232-CC-05,131320131090,Evictions - Non-Residential
2021-015259-CC-05,141030060880,Evictions - Residential
2021-015260-CC-05,132300300100,Evictions - Residential
2021-015261-CC-05,141370360010,Evictions - Residential
2021-015399-CC-05,132300260180,Evictions - Residential
2021-015400-CC-05,3530291150020,Evictions - Non-Residential
2021-015450-CC-05,141030141410,Evictions - Residential
2021-015470-CC-05,141100633480,Evictions - Residential
2021-017381-CC-23,3022030200350,Evictions - Residential
2021-017398-CC-23,3021130371940,Evictions - Residential
2021-017545-CC-23,3421110120050,Evictions - Residential
2021-017577-CC-23,3021360180750,Evictions - Residential
2021-017643-CC-23,821290000130,Evictions - Non-Residential
2021-017644-CC-23,821290000130,Evictions - Non-Residential
2021-017645-CC-23,821220370140,Evictions - Non-Residential
2021-017646-CC-23,3020110160010,Evictions - Non-Residential
2021-018528-CC-25,940250000620,Evictions - Residential
2021-018555-CC-25,1540120460010,Evictions - Residential
2021-018556-CC-25,3040350470450,Evictions - Residential
2021-004881-CC-21,420270890010,Evictions - Non-Residential
2021-004950-CC-21,420250010242,Evictions - Residential
2021-005792-CC-24,232260011950,Evictions - Residential
2021-005908-CC-24,232020050510,Evictions - Residential
2021-005914-CC-24,232270280300,Evictions - Residential
2021-006387-CC-20,131140360510,Evictions - Residential
2021-015482-CC-26,3050060010240,Evictions - Non-Residential
2021-015483-CC-26,3069270170010,Evictions - Residential
2021-015703-CC-05,141030220020,Evictions - Residential
2021-015704-CC-05,141030150120,Evictions - Residential
2021-015705-CC-05,141030150120,Evictions - Residential
2021-015706-CC-05,141030150120,Evictions - Residential
2021-015707-CC-05,131250930050,Evictions - Residential
2021-015708-CC-05,132190520010,Evictions - Residential
2021-017623-CC-23,821220111070,Evictions - Residential
2021-017647-CC-23,622190040170,Evictions - Residential
2021-017648-CC-23,3122110400010,Evictions - Residential
2021-017649-CC-23,3122110400010,Evictions - Residential
2021-017650-CC-23,3122110400010,Evictions - Residential
2021-017651-CC-23,3122110400010,Evictions - Residential
2021-018587-CC-25,341080090330,Evictions - Residential
2021-018670-CC-25,3040110110090,Evictions - Residential
2021-018672-CC-25,3040130065280,Evictions - Residential
2021-005044-CC-21,3530280070030,Evictions - Residential
2021-006440-CC-20,131140271200,Evictions - Residential
2021-006446-CC-20,131270250560,Evictions - Residential
2021-006450-CC-20,131220351060,Evictions - Residential
2021-006467-CC-20,3031110000170,Evictions - Residential
2021-006468-CC-20,1831010370420,Evictions - Residential
2021-015481-CC-26,3049140020066,Evictions - Residential
2021-015484-CC-26,3069230080010,Evictions - Non-Residential
2021-015590-CC-26,1079160080160,Evictions - Residential
2021-015591-CC-26,3049290031660,Evictions - Residential
2021-015592-CC-26,3059141340010,Evictions - Residential
2021-015606-CC-26,3049120620010,Evictions - Residential
2021-015673-CC-05,141040260400,Evictions - Residential
2021-015674-CC-05,131341200310,Evictions - Residential
2021-015709-CC-05,3040040220030,Evictions - Residential
2021-015710-CC-05,3040040220030,Evictions - Residential
2021-015711-CC-05,141160092680,Evictions - Residential
2021-015712-CC-05,101020501060,Evictions - Residential
2021-015713-CC-05,131341020700,Evictions - Residential
2021-015714-CC-05,131350100030,Evictions - Residential
2021-015715-CC-05,131360370570,Evictions - Residential
2021-015716-CC-05,131350100030,Evictions - Residential
2021-015717-CC-05,3040080390030,Evictions - Residential
2021-015718-CC-05,3040040220030,Evictions - Residential
2021-015719-CC-05,3040040220030,Evictions - Residential
2021-015720-CC-05,131250040300,Evictions - Residential
2021-015721-CC-05,141100633510,Evictions - Residential
2021-015722-CC-05,101120003001,Evictions - Non-Residential
2021-015723-CC-05,131320090190,Evictions - Residential
2021-017832-CC-23,3411350320010,Evictions - Residential
2021-017956-CC-23,722160120230,Evictions - Residential
2021-018018-CC-23,131120120080,Evictions - Residential
2021-018019-CC-23,2812350771120,Evictions - Residential
2021-018735-CC-25,940250810110,Evictions - Residential
2021-018817-CC-25,3040300010160,Evictions - Residential
2021-005045-CC-21,431170110670,Evictions - Residential
2021-005046-CC-21,431180013240,Evictions - Residential
2021-006473-CC-20,3031150200230,Evictions - Residential
2021-006482-CC-20,3031160060151,Evictions - Residential
2021-006483-CC-20,3031110320260,Evictions - Residential
2021-006495-CC-20,131120480260,Evictions - Residential
2021-006496-CC-20,131270250790,Evictions - Residential
2021-006498-CC-20,3031110000180,Evictions - Residential
2021-006500-CC-20,3031110000180,Evictions - Residential
2021-015625-CC-26,3059130030110,Evictions - Non-Residential
2021-015626-CC-26,3059130030110,Evictions - Non-Residential
2021-015657-CC-26,3059130030110,Evictions - Non-Residential
2021-015753-CC-05,131140190550,Evictions - Residential
2021-018084-CC-23,3421020020410,Evictions - Residential
2021-018220-CC-23,3021360220050,Evictions - Residential
2021-018221-CC-23,3022050510650,Evictions - Residential
2021-018232-CC-23,2812340330210,Evictions - Residential
2021-018489-CC-23,3012311311020,Evictions - Residential
2021-018490-CC-23,3022050000235,Evictions - Residential
2021-018491-CC-23,3022050000235,Evictions - Residential
2021-018492-CC-23,3022050000235,Evictions - Residential
2021-005084-CC-21,420250010250,5/24/2021
2021-005085-CC-21,431180090270,5/24/2021
2021-005136-CC-21,3530070100850,5/24/2021
2021-006602-CC-20,131260290170,5/24/2021
2021-006603-CC-20,3031210230130,5/24/2021
2021-006604-CC-20,131250240910,5/24/2021
2021-015908-CC-26,3059220010250,5/24/2021
2021-015909-CC-26,3049200390280,5/24/2021
2021-015987-CC-05,141370614840,5/24/2021
2021-015988-CC-05,141380032420,5/24/2021
2021-015989-CC-05,132310770010,5/24/2021
2021-016000-CC-05,131250040300,5/24/2021
2021-016001-CC-05,131320120500,5/24/2021
2021-016002-CC-05,131320180060,5/24/2021
2021-016003-CC-05,131320180050,5/24/2021
2021-016004-CC-05,131320180030,5/24/2021
2021-016005-CC-05,131250770010,5/24/2021
2021-016006-CC-05,131310110130,5/24/2021
2021-016007-CC-05,141090030020,5/24/2021
2021-016008-CC-05,131310110130,5/24/2021
2021-016009-CC-05,102050302085,5/24/2021
2021-016010-CC-05,131370200810,5/24/2021
2021-018679-CC-23,3020110030010,5/24/2021
2021-018680-CC-23,3020110030010,5/24/2021
2021-018681-CC-23,3020110030010,5/24/2021
2021-018682-CC-23,3020110050010,5/24/2021
2021-018683-CC-23,3020110050010,5/24/2021
2021-018710-CC-23,3021240090580,5/24/2021
2021-018711-CC-23,3421110110310,5/24/2021
2021-018713-CC-23,621250262030,5/24/2021
2021-018744-CC-23,3411320032840,5/24/2021
2021-018759-CC-23,3020030120810,5/24/2021
2021-018783-CC-23,722080061240,5/24/2021
2021-019126-CC-25,3040150381330,5/24/2021
2021-019181-CC-25,341080093770,5/24/2021
2021-005165-CC-21,430020000019,5/25/2021
2021-005166-CC-21,430020000019,5/25/2021
2021-005167-CC-21,430020000019,5/25/2021
2021-005195-CC-21,430110411260,5/25/2021
2021-005196-CC-21,431180015001,5/25/2021
2021-005197-CC-21,421300320020,5/25/2021
2021-006110-CC-24,232021640040,5/25/2021
2021-006643-CC-20,131140230430,5/25/2021
2021-006647-CC-20,3031210670010,5/25/2021
2021-006655-CC-20,3031100020020,5/25/2021
2021-006693-CC-20,3021350000138,5/25/2021
2021-016045-CC-05,141370642340,5/25/2021
2021-016116-CC-05,1078130000510,5/25/2021
2021-016167-CC-05,132300230260,5/25/2021
2021-016168-CC-05,131360051270,5/25/2021
2021-016169-CC-05,131360051270,5/25/2021
2021-016473-CC-05,141370760010,5/25/2021
2021-016475-CC-05,102000301200,5/25/2021
2021-016507-CC-05,102000301200,5/25/2021
2021-016508-CC-05,131370395110,5/25/2021
2021-016509-CC-05,131250770010,5/25/2021
2021-016510-CC-05,3530340060010,5/25/2021
2021-016511-CC-05,132310620930,5/25/2021
2021-016707-CC-26,3350270340210,5/25/2021
2021-016726-CC-26,1078130000510,5/25/2021
2021-016786-CC-26,3660030340130,5/25/2021
2021-016941-CC-26,3660090100110,5/25/2021
2021-019015-CC-23,722160160880,5/25/2021
2021-019020-CC-23,821210024620,5/25/2021
2021-019021-CC-23,132070390471,5/25/2021
2021-019067-CC-23,622191050160,5/25/2021
2021-019068-CC-23,622191050010,5/25/2021
2021-019075-CC-23,3122110400010,5/25/2021
2021-019078-CC-23,3122110130010,5/25/2021
2021-019079-CC-23,3122110400010,5/25/2021
2021-019251-CC-25,940250230570,5/25/2021
2021-019553-CC-25,140010057060,5/25/2021
2021-005228-CC-21,430110020190,5/26/2021
2021-005230-CC-21,431180015001,5/26/2021
2021-006106-CC-24,232030250260,5/26/2021
2021-006123-CC-24,242030094170,5/26/2021
